Price(M),Floor,Area (Saleable),Trans Date,Age,Club,DisMTR(km),DisCBD(km),SchoolZone
720,15,532,4/1/2018,25.08,1,0.14,38,0
715,7,532,3/5/2018,25.08,1,0.14,38,0
680,2,532,24/4/2018,25.08,1,0.14,38,0
830,22,623,5/11/2018,25.08,1,0.14,38,0
877,11,623,16/5/2018,25.08,1,0.14,38,0
755,35,607,12/1/2018,18.25,1,1.3,37.2,0
800,27,607,4/10/2018,18.25,1,1.3,37.2,0
520,19,419,23/1/2018,18.25,1,1.3,37.2,0
535,18,419,5/3/2018,18.25,1,1.3,37.2,0
619,12,468,29/6/2018,18.25,1,1.3,37.2,0
778,3,607,11/9/2018,18.25,1,1.3,37.2,0
582,32,419,20/6/2018,18.25,1,1.3,37.2,0
780,31,607,28/9/2018,18.25,1,1.3,37.2,0
280,31,468,28/2/2018,18.25,1,1.3,37.2,0
645,28,468,3/7/2018,18.25,1,1.3,37.2,0
500,36,469,26/7/2018,18.25,1,1.3,37.2,0
510,32,419,22/2/2018,18.25,1,1.3,37.2,0
375,35,381,20/6/2018,31.92,0,1,38.1,0
405,20,381,17/8/2018,31.92,0,1,38.1,0
300,16,381,16/3/2018,31.92,0,1,38.1,0
275,14,490,18/7/2018,31.92,0,1,38.1,0
350,9,381,28/3/2018,31.92,0,1,38.1,0
335,17,355,9/10/2018,29.92,0,1,38.1,0
180,11,355,29/11/2018,29.92,0,1,38.1,0
203,8,349,6/12/2018,29.92,0,1,38.1,0
350,5,349,15/10/2018,29.92,0,1,38.1,0
320,32,385,26/2/2018,28.92,0,1,38.1,0
235,28,407,11/1/2018,28.92,0,1,38.1,0
594,25,544,30/8/2018,28.92,0,1,38.1,0
230,14,208,23/5/2018,28.92,0,1,38.1,0
376,7,381,5/11/2018,32.17,0,1,38.1,0
489,32,531,4/6/2018,29.92,0,1,38.1,0
254,20,489,10/7/2018,29.92,0,1,38.1,0
363,13,381,27/4/2018,29.92,0,1,38.1,0
461,10,489,6/4/2018,29.92,0,1,38.1,0
200,3,443,25/1/2018,29.92,0,1,38.1,0
350,32,381,13/2/2018,32.25,0,1,38.1,0
400,27,381,13/6/2018,32.25,0,1,38.1,0
420,16,381,26/7/2018,32.25,0,1,38.1,0
289,6,490,5/10/2018,32.25,0,1,38.1,0
340,37,538,3/5/2018,23.08,0,0.65,36.5,0
590,34,538,10/10/2018,23.08,0,0.65,36.5,0
291,29,433,23/3/2018,23.08,0,0.65,36.5,0
400,24,435,9/5/2018,23.08,0,0.65,36.5,0
318,38,433,12/12/2018,22.83,0,0.65,36.5,0
334,32,433,24/7/2018,22.83,0,0.65,36.5,0
468,27,645,6/6/2018,22.83,0,0.65,36.5,0
369,25,541,5/3/2018,22.83,0,0.65,36.5,0
330,25,435,12/10/2018,22.83,0,0.65,36.5,0
359,12,546,17/12/2018,22.83,0,0.65,36.5,0
361,11,546,25/1/2018,22.83,0,0.65,36.5,0
439,8,606,26/11/2018,22.83,0,0.65,36.5,0
360,2,546,17/7/2018,22.83,0,0.65,36.5,0
278,1,438,28/12/2018,22.83,0,0.65,36.5,0
329,37,433,15/6/2018,22.83,0,0.65,36.5,0
365,36,538,14/2/2018,22.83,0,0.65,36.5,0
493,35,598,30/7/2018,22.83,0,0.65,36.5,0
640,33,640,19/7/2018,22.83,0,0.65,36.5,0
470,30,598,11/6/2018,22.83,0,0.65,36.5,0
323,21,435,9/7/2018,22.83,0,0.65,36.5,0
309,19,435,26/2/2018,22.83,0,0.65,36.5,0
365,19,541,8/2/2018,22.83,0,0.65,36.5,0
379,18,541,24/12/2018,22.83,0,0.65,36.5,0
560,17,546,2/8/2018,22.83,0,0.65,36.5,0
478,6,538,16/10/2018,22.83,0,0.65,36.5,0
390,38,538,30/11/2018,22.83,0,0.65,36.5,0
398,31,433,26/2/2018,22.83,0,0.65,36.5,0
370,29,538,18/1/2018,22.83,0,0.65,36.5,0
318,3,438,2/3/2018,22.83,0,0.65,36.5,0
468,24,401,7/5/2018,25.25,0,0.85,36.9,0
480,19,401,28/5/2018,25.25,0,0.85,36.9,0
490,1,554,15/2/2018,25.25,0,0.85,36.9,0
378,14,554,29/5/2018,25.25,0,0.85,36.9,0
348,5,554,26/7/2018,25.25,0,0.85,36.9,0
388,26,554,4/9/2018,25.25,0,0.85,36.9,0
445,22,401,2/3/2018,25.25,0,0.85,36.9,0
378,19,554,17/1/2018,25.25,0,0.85,36.9,0
262,7,401,31/5/2018,25.25,0,0.85,36.9,0
468,5,645,10/8/2018,25.25,0,0.85,36.9,0
403,25,554,15/10/2018,25.25,0,0.85,36.9,0
523,29,645,5/7/2018,25.25,0,0.85,36.9,0
309,20,401,25/7/2018,25.25,0,0.85,36.9,0
312,15,401,19/7/2018,25.25,0,0.85,36.9,0
378,5,554,20/12/2018,25.25,0,0.85,36.9,0
400,34,433,2/1/2018,23.5,0,0.95,37.7,0
480,18,435,6/3/2018,23.5,0,0.95,37.7,0
460,9,438,27/11/2018,23.5,0,0.95,37.7,0
293,38,433,13/4/2018,23.5,0,0.95,37.7,0
585,35,598,6/8/2018,23.5,0,0.95,37.7,0
475,21,603,11/6/2018,23.5,0,0.95,37.7,0
386,7,606,8/1/2018,23.5,0,0.95,37.7,0
358,30,538,21/12/2018,23.5,0,0.95,37.7,0
400,16,438,17/5/2018,23.5,0,0.95,37.7,0
450,1,546,24/1/2018,23.5,0,0.95,37.7,0
318,38,433,4/12/2018,23.5,0,0.95,37.7,0
478,36,433,16/5/2018,23.5,0,0.95,37.7,0
345,33,538,15/8/2018,23.5,0,0.95,37.7,0
412,25,645,12/4/2018,23.5,0,0.95,37.7,0
438,23,435,9/3/2018,23.5,0,0.95,37.7,0
320,10,438,29/11/2018,23.5,0,0.95,37.7,0
595,9,606,18/1/2018,23.5,0,0.95,37.7,0
200,25,590,26/7/2018,29.08,0,1.1,39.8,0
462,11,591,15/2/2018,29.08,0,1.1,39.8,0
400,8,590,8/10/2018,29.08,0,1.1,39.8,0
520,18,591,17/5/2018,29.08,0,1.1,39.8,0
480,18,478,25/7/2018,29.08,0,1.1,39.8,0
400,7,590,26/11/2018,29.08,0,1.1,39.8,0
398,28,478,22/2/2018,29.08,0,1.1,39.8,0
435,19,478,7/11/2018,29.08,0,1.1,39.8,0
465,23,484,20/3/2018,29.08,0,1.1,39.8,0
415,20,427,24/8/2018,29.08,0,1.1,39.8,0
433,18,427,5/3/2018,29.08,0,1.1,39.8,0
446,10,591,17/4/2018,29.08,0,1.1,39.8,0
198,8,427,3/4/2018,29.08,0,1.1,39.8,0
400,16,427,15/1/2018,29.08,0,1.1,39.8,0
350,1,591,20/7/2018,29.08,0,1.1,39.8,0
420,2,427,20/4/2018,29.08,0,1.1,39.8,0
200,28,590,23/7/2018,29.08,0,1.1,39.8,0
500,20,590,17/5/2018,29.08,0,1.1,39.8,0
465,19,484,11/6/2018,29.08,0,1.1,39.8,0
360,12,591,30/4/2018,29.08,0,1.1,39.8,0
460,5,590,24/7/2018,29.08,0,1.1,39.8,0
392,3,427,20/2/2018,29.08,0,1.1,39.8,0
475,28,431,20/6/2018,25.25,0,1.5,37.2,0
420,7,431,6/4/2018,25.25,0,1.5,37.2,0
300,28,588,9/3/2018,25.25,0,1.5,37.2,0
418,13,589,17/5/2018,25.25,0,1.5,37.2,0
436,28,588,26/7/2018,25.25,0,1.5,37.2,0
328,24,479,3/5/2018,25.25,0,1.5,37.2,0
366,1,592,22/2/2018,25.25,0,1.5,37.2,0
416,18,592,27/6/2018,25.25,0,1.5,37.2,0
380,9,589,18/12/2018,25.25,0,1.5,37.2,0
295,26,431,30/1/2018,25.25,0,1.5,37.2,0
398,7,592,28/6/2018,25.25,0,1.5,37.2,0
868,23,958,6/3/2018,7.58,1,3.8,37.8,0
605,19,521,28/8/2018,7.58,1,3.8,37.8,0
775,10,958,14/5/2018,7.58,1,3.8,37.8,0
530,8,521,23/5/2018,7.58,1,3.8,37.8,0
500,6,521,18/4/2018,7.58,1,3.8,37.8,0
503,25,510,2/1/2018,7.58,1,3.8,37.8,0
480,23,510,12/1/2018,7.58,1,3.8,37.8,0
660,21,756,9/1/2018,7.58,1,3.8,37.8,0
780,16,756,27/8/2018,7.58,1,3.8,37.8,0
538,8,522,15/5/2018,7.58,1,3.8,37.8,0
494,5,522,21/3/2018,7.58,1,3.8,37.8,0
542,5,510,26/6/2018,7.58,1,3.8,37.8,0
692,23,762,30/11/2018,7.58,1,3.8,37.8,0
600,22,531,31/10/2018,7.58,1,3.8,37.8,0
532,19,529,6/4/2018,7.58,1,3.8,37.8,0
705,11,762,7/12/2018,7.58,1,3.8,37.8,0
618,11,764,26/1/2018,7.58,1,3.8,37.8,0
508,10,529,12/3/2018,7.58,1,3.8,37.8,0
675,10,764,24/10/2018,7.58,1,3.8,37.8,0
730,23,757,21/5/2018,7.58,1,3.8,37.8,0
560,23,526,19/4/2018,7.58,1,3.8,37.8,0
773,22,902,3/1/2018,7.58,1,3.8,37.8,0
600,21,527,24/7/2018,7.58,1,3.8,37.8,0
550,20,527,9/2/2018,7.58,1,3.8,37.8,0
585,18,527,15/6/2018,7.58,1,3.8,37.8,0
580,16,527,4/12/2018,7.58,1,3.8,37.8,0
528,15,527,16/1/2018,7.58,1,3.8,37.8,0
707,20,753,13/2/2018,7.58,1,3.8,37.8,0
600,12,527,28/5/2018,7.58,1,3.8,37.8,0
734,11,763,5/6/2018,7.58,1,3.8,37.8,0
488,6,526,12/1/2018,7.58,1,3.8,37.8,0
520,21,529,18/1/2018,7.58,1,3.8,37.8,0
618,16,530,31/8/2018,7.58,1,3.8,37.8,0
600,11,529,13/9/2018,7.58,1,3.8,37.8,0
735,26,759,3/1/2018,7.58,1,3.8,37.8,0
578,23,523,7/5/2018,7.58,1,3.8,37.8,0
240,16,523,13/12/2018,7.58,1,3.8,37.8,0
598,15,523,14/8/2018,7.58,1,3.8,37.8,0
543,15,523,16/3/2018,7.58,1,3.8,37.8,0
600,11,523,29/6/2018,7.58,1,3.8,37.8,0
740,11,758,8/8/2018,7.58,1,3.8,37.8,0
495,8,523,23/3/2018,7.58,1,3.8,37.8,0
600,6,759,26/3/2018,7.58,1,3.8,37.8,0
545,10,511,25/1/2018,7.75,1,2.3,36.4,0
643,7,572,16/4/2018,7.75,1,2.3,36.4,0
598,3,492,25/4/2018,7.75,1,2.3,36.4,0
635,3,511,19/7/2018,7.75,1,2.3,36.4,0
626,2,572,9/5/2018,7.75,1,2.3,36.4,0
560,2,504,7/3/2018,7.75,1,2.3,36.4,0
590,12,537,2/3/2018,7.75,1,2.3,36.4,0
1500,12,943,25/10/2018,7.75,1,2.3,36.4,0
654,11,537,30/7/2018,7.75,1,2.3,36.4,0
590,11,498,7/5/2018,7.75,1,2.3,36.4,0
595,11,505,29/6/2018,7.75,1,2.3,36.4,0
585,8,563,1/3/2018,7.75,1,2.3,36.4,0
568,8,544,26/2/2018,7.75,1,2.3,36.4,0
600,7,516,4/5/2018,7.75,1,2.3,36.4,0
640,6,516,16/8/2018,7.75,1,2.3,36.4,0
702,5,745,13/2/2018,7.75,1,2.3,36.4,0
560,5,563,14/2/2018,7.75,1,2.3,36.4,0
600,5,544,21/5/2018,7.75,1,2.3,36.4,0
662,3,693,19/11/2018,7.75,1,2.3,36.4,0
530,2,544,5/2/2018,7.75,1,2.3,36.4,0
250,1,499,23/7/2018,7.75,1,2.3,36.4,0
250,1,499,10/1/2018,7.75,1,2.3,36.4,0
330,30,630,8/5/2018,24,1,1.7,39.3,0
600,30,546,14/6/2018,24,1,1.7,39.3,0
438,28,446,10/12/2018,24,1,1.7,39.3,0
518,28,547,23/2/2018,24,1,1.7,39.3,0
529,28,547,27/12/2018,24,1,1.7,39.3,0
500,27,630,2/2/2018,24,1,1.7,39.3,0
495,26,547,21/3/2018,24,1,1.7,39.3,0
508,16,547,31/1/2018,24,1,1.7,39.3,0
456,10,446,16/11/2018,24,1,1.7,39.3,0
560,9,547,25/10/2018,24,1,1.7,39.3,0
599,7,546,11/9/2018,24,1,1.7,39.3,0
636,31,547,29/8/2018,24,1,1.7,39.3,0
588,30,546,16/4/2018,24,1,1.7,39.3,0
585,26,546,31/5/2018,24,1,1.7,39.3,0
655,19,635,21/9/2018,24,1,1.7,39.3,0
570,14,547,4/4/2018,24,1,1.7,39.3,0
503,11,547,23/2/2018,24,1,1.7,39.3,0
535,31,544,20/12/2018,24,1,1.7,39.3,0
440,27,446,27/2/2018,24,1,1.7,39.3,0
440,27,442,28/2/2018,24,1,1.7,39.3,0
618,23,635,29/11/2018,24,1,1.7,39.3,0
598,23,544,29/5/2018,24,1,1.7,39.3,0
518,17,446,16/3/2018,24,1,1.7,39.3,0
580,15,547,28/5/2018,24,1,1.7,39.3,0
420,14,547,11/1/2018,24,1,1.7,39.3,0
650,10,638,20/6/2018,24,1,1.7,39.3,0
469,9,442,12/2/2018,24,1,1.7,39.3,0
550,7,446,17/7/2018,24,1,1.7,39.3,0
539,7,442,16/8/2018,24,1,1.7,39.3,0
500,33,544,19/9/2018,24,1,1.7,39.3,0
527,33,442,3/4/2018,24,1,1.7,39.3,0
628,30,635,10/5/2018,24,1,1.7,39.3,0
588,24,546,11/6/2018,24,1,1.7,39.3,0
590,21,630,2/3/2018,24,1,1.7,39.3,0
550,20,544,20/11/2018,24,1,1.7,39.3,0
598,17,544,30/5/2018,24,1,1.7,39.3,0
540,11,546,9/3/2018,24,1,1.7,39.3,0
519,9,442,24/5/2018,24,1,1.7,39.3,0
360,6,446,3/8/2018,24,1,1.7,39.3,0
595,32,547,12/10/2018,24,1,1.7,39.3,0
507,32,547,20/12/2018,24,1,1.7,39.3,0
595,31,630,9/3/2018,24,1,1.7,39.3,0
580,19,547,18/5/2018,24,1,1.7,39.3,0
600,17,544,5/6/2018,24,1,1.7,39.3,0
442,17,442,16/1/2018,24,1,1.7,39.3,0
457,14,442,15/2/2018,24,1,1.7,39.3,0
600,8,630,21/11/2018,24,1,1.7,39.3,0
498,7,442,20/4/2018,24,1,1.7,39.3,0
573,6,547,9/11/2018,24,1,1.7,39.3,0
469,1,547,20/12/2018,24,1,1.7,39.3,0
599,36,630,28/2/2018,24,1,1.7,39.3,0
580,32,546,27/2/2018,24,1,1.7,39.3,0
590,27,630,9/2/2018,24,1,1.7,39.3,0
600,23,546,15/6/2018,24,1,1.7,39.3,0
652,21,630,12/6/2018,24,1,1.7,39.3,0
533,21,446,7/5/2018,24,1,1.7,39.3,0
577,20,442,1/8/2018,24,1,1.7,39.3,0
495,20,547,2/1/2018,24,1,1.7,39.3,0
670,14,630,30/7/2018,24,1,1.7,39.3,0
618,11,630,1/6/2018,24,1,1.7,39.3,0
460,9,442,2/3/2018,24,1,1.7,39.3,0
545,8,446,10/7/2018,24,1,1.7,39.3,0
525,8,442,1/6/2018,24,1,1.7,39.3,0
597,8,550,28/6/2018,24,1,1.7,39.3,0
575,5,547,10/5/2018,24,1,1.7,39.3,0
465,1,547,16/1/2018,24,1,1.7,39.3,0
1360,38,1280,26/1/2018,23.25,1,1.7,39.3,0
528,37,544,7/5/2018,23.25,1,1.7,39.3,0
568,36,446,3/8/2018,23.25,1,1.7,39.3,0
463,26,442,9/8/2018,23.25,1,1.7,39.3,0
608,25,635,26/9/2018,23.25,1,1.7,39.3,0
518,9,546,9/2/2018,23.25,1,1.7,39.3,0
450,9,550,16/1/2018,23.25,1,1.7,39.3,0
538,7,550,29/3/2018,23.25,1,1.7,39.3,0
580,5,638,15/3/2018,23.25,1,1.7,39.3,0
617,2,638,27/6/2018,23.25,1,1.7,39.3,0
1400,38,1462,15/5/2018,23.25,1,1.7,39.3,0
570,37,547,17/4/2018,23.25,1,1.7,39.3,0
523,35,442,30/4/2018,23.25,1,1.7,39.3,0
460,30,446,15/11/2018,23.25,1,1.7,39.3,0
456,30,442,16/11/2018,23.25,1,1.7,39.3,0
575,6,638,6/3/2018,23.25,1,1.7,39.3,0
622,5,630,15/6/2018,23.25,1,1.7,39.3,0
418,4,442,11/12/2018,23.25,1,1.7,39.3,0
554,32,442,5/6/2018,23.25,1,1.7,39.3,0
536,31,546,10/1/2018,23.25,1,1.7,39.3,0
599,31,547,22/6/2018,23.25,1,1.7,39.3,0
647,29,630,12/7/2018,23.25,1,1.7,39.3,0
650,25,547,12/6/2018,23.25,1,1.7,39.3,0
175,22,547,14/3/2018,23.25,1,1.7,39.3,0
175,20,547,14/3/2018,23.25,1,1.7,39.3,0
541,16,547,23/2/2018,23.25,1,1.7,39.3,0
560,14,547,24/5/2018,23.25,1,1.7,39.3,0
550,10,547,27/12/2018,23.25,1,1.7,39.3,0
498,9,546,12/1/2018,23.25,1,1.7,39.3,0
564,6,638,28/12/2018,23.25,1,1.7,39.3,0
642,4,638,6/7/2018,23.25,1,1.7,39.3,0
550,2,638,18/4/2018,23.25,1,1.7,39.3,0
1390,36,1281,17/5/2018,23.25,1,1.7,39.3,0
628,29,635,22/6/2018,23.25,1,1.7,39.3,0
597,17,630,5/1/2018,23.25,1,1.7,39.3,0
250,15,446,8/10/2018,23.25,1,1.7,39.3,0
150,8,630,25/4/2018,23.25,1,1.7,39.3,0
568,7,550,21/6/2018,23.25,1,1.7,39.3,0
490,3,446,25/4/2018,23.25,1,1.7,39.3,0
444,2,446,2/2/2018,23.25,1,1.7,39.3,0
500,1,638,13/4/2018,23.25,1,1.7,39.3,0
592,31,544,7/6/2018,23.25,1,1.7,39.3,0
400,27,446,20/4/2018,23.25,1,1.7,39.3,0
500,19,630,13/6/2018,23.25,1,1.7,39.3,0
275,18,547,19/6/2018,23.25,1,1.7,39.3,0
566,14,547,24/4/2018,23.25,1,1.7,39.3,0
634,13,630,20/6/2018,23.25,1,1.7,39.3,0
590,13,547,13/9/2018,23.25,1,1.7,39.3,0
571,12,630,14/12/2018,23.25,1,1.7,39.3,0
544,12,446,15/6/2018,23.25,1,1.7,39.3,0
503,11,547,18/1/2018,23.25,1,1.7,39.3,0
600,9,546,2/8/2018,23.25,1,1.7,39.3,0
568,25,630,20/3/2018,23.25,1,1.7,39.3,0
625,23,544,4/7/2018,23.25,1,1.7,39.3,0
536,14,547,19/3/2018,23.25,1,1.7,39.3,0
526,14,547,12/3/2018,23.25,1,1.7,39.3,0
600,11,546,4/7/2018,23.25,1,1.7,39.3,0
600,11,547,4/7/2018,23.25,1,1.7,39.3,0
628,11,550,12/7/2018,23.25,1,1.7,39.3,0
520,5,630,21/12/2018,23.25,1,1.7,39.3,0
520,5,442,14/9/2018,23.25,1,1.7,39.3,0
542,4,638,12/2/2018,23.25,1,1.7,39.3,0
544,32,448,6/7/2018,27,1,1.7,39.3,0
543,31,448,15/6/2018,27,1,1.7,39.3,0
538,24,551,4/4/2018,27,1,1.7,39.3,0
560,22,551,11/4/2018,27,1,1.7,39.3,0
245,22,449,3/5/2018,27,1,1.7,39.3,0
210,9,551,10/8/2018,27,1,1.7,39.3,0
580,4,633,22/8/2018,27,1,1.7,39.3,0
194,2,548,8/8/2018,27,1,1.7,39.3,0
600,27,549,4/7/2018,27,1,1.7,39.3,0
456,25,449,9/2/2018,27,1,1.7,39.3,0
525,21,551,5/1/2018,27,1,1.7,39.3,0
600,20,551,9/7/2018,27,1,1.7,39.3,0
532,7,548,18/4/2018,27,1,1.7,39.3,0
590,3,552,9/7/2018,27,1,1.7,39.3,0
640,27,636,8/6/2018,27,1,1.7,39.3,0
648,12,636,2/11/2018,27,1,1.7,39.3,0
558,12,551,17/1/2018,27,1,1.7,39.3,0
548,12,551,17/1/2018,27,1,1.7,39.3,0
500,12,449,30/10/2018,27,1,1.7,39.3,0
510,11,548,21/12/2018,27,1,1.7,39.3,0
539,5,448,28/6/2018,27,1,1.7,39.3,0
486,4,548,12/1/2018,27,1,1.7,39.3,0
500,1,639,9/2/2018,27,1,1.7,39.3,0
520,25,449,13/8/2018,27,1,1.7,39.3,0
515,23,549,12/1/2018,27,1,1.7,39.3,0
534,21,549,22/2/2018,27,1,1.7,39.3,0
428,8,549,4/1/2018,27,1,1.7,39.3,0
599,5,551,10/7/2018,27,1,1.7,39.3,0
550,3,448,4/9/2018,27,1,1.7,39.3,0
540,3,449,26/7/2018,27,1,1.7,39.3,0
590,2,636,13/6/2018,27,1,1.7,39.3,0
400,2,551,9/2/2018,27,1,1.7,39.3,0
437,2,449,4/1/2018,27,1,1.7,39.3,0
488,1,551,26/1/2018,27,1,1.7,39.3,0
698,27,551,16/7/2018,26.33,1,1.7,39.3,0
556,21,548,2/3/2018,26.33,1,1.7,39.3,0
424,20,449,24/12/2018,26.33,1,1.7,39.3,0
600,17,548,25/4/2018,26.33,1,1.7,39.3,0
485,16,549,11/12/2018,26.33,1,1.7,39.3,0
523,9,548,29/1/2018,26.33,1,1.7,39.3,0
575,7,639,23/2/2018,26.33,1,1.7,39.3,0
546,7,448,22/11/2018,26.33,1,1.7,39.3,0
578,6,551,29/10/2018,26.33,1,1.7,39.3,0
548,5,551,15/3/2018,26.33,1,1.7,39.3,0
445,3,448,6/2/2018,26.33,1,1.7,39.3,0
548,28,448,9/4/2018,26.33,1,1.7,39.3,0
548,28,449,9/4/2018,26.33,1,1.7,39.3,0
580,23,449,3/9/2018,26.33,1,1.7,39.3,0
568,18,551,6/6/2018,26.33,1,1.7,39.3,0
523,14,549,29/1/2018,26.33,1,1.7,39.3,0
503,10,448,2/5/2018,26.33,1,1.7,39.3,0
660,7,548,23/7/2018,26.33,1,1.7,39.3,0
700,6,633,3/8/2018,26.33,1,1.7,39.3,0
600,3,633,30/5/2018,26.33,1,1.7,39.3,0
645,24,633,19/11/2018,26.33,1,1.7,39.3,0
648,17,633,28/5/2018,26.33,1,1.7,39.3,0
620,15,636,8/11/2018,26.33,1,1.7,39.3,0
580,15,548,20/9/2018,26.33,1,1.7,39.3,0
548,14,448,14/6/2018,26.33,1,1.7,39.3,0
600,8,633,23/5/2018,26.33,1,1.7,39.3,0
480,8,448,20/4/2018,26.33,1,1.7,39.3,0
508,7,449,4/6/2018,26.33,1,1.7,39.3,0
445,3,448,11/1/2018,26.33,1,1.7,39.3,0
650,30,636,22/6/2018,26.33,1,1.7,39.3,0
568,24,636,31/12/2018,26.33,1,1.7,39.3,0
508,24,448,2/5/2018,26.33,1,1.7,39.3,0
550,23,448,6/6/2018,26.33,1,1.7,39.3,0
441,22,449,10/1/2018,26.33,1,1.7,39.3,0
619,21,548,20/7/2018,26.33,1,1.7,39.3,0
600,17,633,9/4/2018,26.33,1,1.7,39.3,0
529,17,551,1/3/2018,26.33,1,1.7,39.3,0
548,13,448,3/8/2018,26.33,1,1.7,39.3,0
530,13,448,28/5/2018,26.33,1,1.7,39.3,0
620,12,636,4/4/2018,26.33,1,1.7,39.3,0
493,9,548,3/1/2018,26.33,1,1.7,39.3,0
538,5,639,14/12/2018,26.33,1,1.7,39.3,0
473,3,551,11/12/2018,26.33,1,1.7,39.3,0
468,2,551,22/1/2018,26.33,1,1.7,39.3,0
629,30,633,14/3/2018,26.33,1,1.7,39.3,0
441,3,449,17/12/2018,26.33,1,1.7,39.3,0
510,34,882,22/10/2018,21,1,1.7,39.3,0
515,34,544,12/2/2018,21,1,1.7,39.3,0
600,31,544,27/6/2018,21,1,1.7,39.3,0
600,30,544,27/4/2018,21,1,1.7,39.3,0
536,21,540,1/3/2018,21,1,1.7,39.3,0
590,14,544,4/6/2018,21,1,1.7,39.3,0
590,12,629,16/5/2018,21,1,1.7,39.3,0
445,12,441,29/11/2018,21,1,1.7,39.3,0
550,6,544,25/6/2018,21,1,1.7,39.3,0
582,6,544,25/6/2018,21,1,1.7,39.3,0
618,5,629,14/6/2018,21,1,1.7,39.3,0
490,3,544,9/2/2018,21,1,1.7,39.3,0
438,2,441,9/2/2018,21,1,1.7,39.3,0
594,2,544,29/8/2018,21,1,1.7,39.3,0
697,37,544,20/6/2018,21,1,1.7,39.3,0
488,36,441,12/2/2018,21,1,1.7,39.3,0
632,36,544,13/7/2018,21,1,1.7,39.3,0
600,36,540,24/4/2018,21,1,1.7,39.3,0
628,35,544,26/7/2018,21,1,1.7,39.3,0
645,33,540,24/7/2018,21,1,1.7,39.3,0
675,27,629,13/9/2018,21,1,1.7,39.3,0
520,27,441,9/10/2018,21,1,1.7,39.3,0
548,24,544,2/11/2018,21,1,1.7,39.3,0
646,23,544,10/9/2018,21,1,1.7,39.3,0
538,20,441,16/11/2018,21,1,1.7,39.3,0
520,14,544,29/6/2018,21,1,1.7,39.3,0
550,12,544,1/3/2018,21,1,1.7,39.3,0
520,8,544,23/5/2018,21,1,1.7,39.3,0
540,4,544,6/6/2018,21,1,1.7,39.3,0
593,3,629,28/11/2018,21,1,1.7,39.3,0
360,2,629,19/3/2018,21,1,1.7,39.3,0
180,2,629,6/3/2018,21,1,1.7,39.3,0
620,1,631,16/8/2018,21,1,1.7,39.3,0
459,33,441,13/7/2018,21,1,1.7,39.3,0
550,31,441,7/11/2018,21,1,1.7,39.3,0
614,30,629,2/3/2018,21,1,1.7,39.3,0
540,30,441,1/6/2018,21,1,1.7,39.3,0
570,28,441,18/9/2018,21,1,1.7,39.3,0
540,27,544,1/3/2018,21,1,1.7,39.3,0
560,27,540,9/3/2018,21,1,1.7,39.3,0
590,24,629,19/3/2018,21,1,1.7,39.3,0
536,21,540,25/1/2018,21,1,1.7,39.3,0
495,20,441,15/3/2018,21,1,1.7,39.3,0
576,18,540,31/10/2018,21,1,1.7,39.3,0
600,15,631,19/10/2018,21,1,1.7,39.3,0
560,10,544,4/5/2018,21,1,1.7,39.3,0
459,7,441,19/1/2018,21,1,1.7,39.3,0
525,5,1087,5/10/2018,21,1,1.7,39.3,0
469,25,441,23/2/2018,21,1,1.7,39.3,0
600,24,540,22/6/2018,21,1,1.7,39.3,0
600,23,540,21/9/2018,21,1,1.7,39.3,0
579,15,544,26/6/2018,21,1,1.7,39.3,0
570,12,544,20/4/2018,21,1,1.7,39.3,0
610,3,623,26/10/2018,21,1,1.7,39.3,0
426,3,441,10/1/2018,21,1,1.7,39.3,0
485,3,544,12/1/2018,21,1,1.7,39.3,0
520,32,441,27/2/2018,21,1,1.7,39.3,0
520,31,540,16/1/2018,21,1,1.7,39.3,0
561,31,540,4/4/2018,21,1,1.7,39.3,0
530,29,540,2/2/2018,21,1,1.7,39.3,0
539,29,441,19/6/2018,21,1,1.7,39.3,0
590,28,540,17/4/2018,21,1,1.7,39.3,0
640,24,629,29/3/2018,21,1,1.7,39.3,0
520,14,441,8/5/2018,21,1,1.7,39.3,0
408,12,441,4/5/2018,21,1,1.7,39.3,0
575,11,623,8/1/2018,21,1,1.7,39.3,0
524,10,441,24/5/2018,21,1,1.7,39.3,0
540,8,629,26/2/2018,21,1,1.7,39.3,0
540,7,544,13/2/2018,21,1,1.7,39.3,0
560,4,544,17/4/2018,21,1,1.7,39.3,0
635,28,544,19/7/2018,21,1,1.7,39.3,0
535,17,441,7/6/2018,21,1,1.7,39.3,0
524,14,544,9/1/2018,21,1,1.7,39.3,0
625,13,629,15/8/2018,21,1,1.7,39.3,0
185,10,623,5/10/2018,21,1,1.7,39.3,0
545,8,544,15/3/2018,21,1,1.7,39.3,0
435,6,441,12/2/2018,21,1,1.7,39.3,0
580,30,549,13/3/2018,25.25,1,1.7,39.3,0
600,27,548,27/6/2018,25.25,1,1.7,39.3,0
552,26,448,28/9/2018,25.25,1,1.7,39.3,0
449,14,448,11/1/2018,25.25,1,1.7,39.3,0
445,12,448,31/12/2018,25.25,1,1.7,39.3,0
500,8,551,27/2/2018,25.25,1,1.7,39.3,0
545,8,548,22/2/2018,25.25,1,1.7,39.3,0
543,4,633,3/1/2018,25.25,1,1.7,39.3,0
428,2,448,12/12/2018,25.25,1,1.7,39.3,0
469,29,449,19/12/2018,25.25,1,1.7,39.3,0
